order_id,customer_id,order_date,product,category,price,quantity
24790,C4412,2024-08-27,Jeans,Fashion,60,2
24791,C4050,2025-04-01,Desk,Furniture,350,1
24792,C9320,2025-01-24,Phone,Electronics,600,2
24793,C1176,2026-02-23,Jeans,Fashion,60,2
24794,C6818,2024-04-16,Shoes,Fashion,80,3
24795,C4440,2026-01-18,Jeans,Fashion,60,2
24796,C7880,2024-11-14,Shoes,Fashion,80,5
24797,C6056,2026-02-09,Shoes,Fashion,80,3
24798,C4458,2024-04-01,Phone,Electronics,600,2
24799,C2307,2024-04-11,Watch,Accessories,150,1
24800,C4800,2025-03-29,Headphones,Electronics,120,3
24801,C2384,2025-09-05,Desk,Furniture,350,3
24802,C6585,2026-03-06,Backpack,Accessories,70,3
24803,C6824,2025-09-22,Headphones,Electronics,120,3
24804,C7082,2025-02-19,Tshirt,Fashion,30,2
24805,C7905,2024-07-26,Desk,Furniture,350,2
24806,C6851,2025-10-30,Desk,Furniture,350,4
24807,C9639,2025-07-09,Shoes,Fashion,80,5
24808,C3709,2025-07-04,Headphones,Electronics,120,3
24809,C3027,2025-07-31,Shoes,Fashion,80,4
24810,C9318,2025-04-25,Headphones,Electronics,120,2
24811,C2236,2025-11-06,Tshirt,Fashion,30,3
24812,C6004,2025-07-22,Shoes,Fashion,80,2
24813,C7565,2025-08-10,Watch,Accessories,150,5
24814,C7675,2025-06-01,Chair,Furniture,200,4
24815,C4828,2025-05-24,Tshirt,Fashion,30,4
24816,C7899,2025-07-14,Phone,Electronics,600,1
24817,C8730,2026-01-13,Chair,Furniture,200,4
24818,C5194,2024-04-20,Chair,Furniture,200,3
24819,C4007,2025-04-03,Jeans,Fashion,60,4
24820,C6004,2024-06-29,Laptop,Electronics,800,2
24821,C3475,2024-04-13,Watch,Accessories,150,5
24822,C3668,2024-08-22,Backpack,Accessories,70,3
24823,C5266,2024-07-11,Watch,Accessories,150,2
24824,C8930,2024-07-28,Phone,Electronics,600,3
24825,C7992,2025-08-29,Jeans,Fashion,60,2
24826,C3501,2025-06-09,Laptop,Electronics,800,1
24827,C6724,2025-01-21,Desk,Furniture,350,2
24828,C3882,2025-04-28,Desk,Furniture,350,4
24829,C2837,2024-11-22,Tshirt,Fashion,30,1
24830,C3906,2025-09-09,Chair,Furniture,200,1
24831,C3906,2026-01-09,Phone,Electronics,600,3
24832,C6576,2026-01-30,Desk,Furniture,350,2
24833,C2031,2025-10-03,Laptop,Electronics,800,2
24834,C9971,2025-10-02,Desk,Furniture,350,3
24835,C7995,2025-05-27,Headphones,Electronics,120,3
24836,C7922,2025-09-23,Watch,Accessories,150,1
24837,C6805,2025-12-23,Watch,Accessories,150,2
24838,C5615,2024-10-30,Backpack,Accessories,70,3
24839,C3652,2025-09-05,Jeans,Fashion,60,4
24840,C6277,2025-06-04,Chair,Furniture,200,1
24841,C3056,2026-01-07,Watch,Accessories,150,5
24842,C6197,2025-11-28,Tshirt,Fashion,30,4
24843,C4418,2026-02-10,Laptop,Electronics,800,4
24844,C7614,2026-02-02,Phone,Electronics,600,2
24845,C3845,2024-06-14,Shoes,Fashion,80,1
24846,C4109,2024-06-09,Chair,Furniture,200,5
24847,C6835,2024-06-24,Jeans,Fashion,60,4
24848,C3877,2024-03-23,Jeans,Fashion,60,2
24849,C1070,2024-08-19,Laptop,Electronics,800,1
24850,C2882,2025-09-22,Phone,Electronics,600,1
24851,C5631,2024-03-27,Jeans,Fashion,60,1
24852,C8513,2024-04-05,Headphones,Electronics,120,5
24853,C2794,2025-03-21,Jeans,Fashion,60,3
24854,C1679,2025-07-26,Laptop,Electronics,800,5
24855,C1239,2024-09-25,Jeans,Fashion,60,1
24856,C9814,2024-07-09,Headphones,Electronics,120,1
24857,C5681,2025-08-23,Headphones,Electronics,120,4
24858,C8520,2024-05-11,Tshirt,Fashion,30,3
24859,C3600,2024-07-06,Desk,Furniture,350,3
24860,C8396,2026-02-25,Desk,Furniture,350,1
24861,C9556,2025-01-28,Tshirt,Fashion,30,1
24862,C3716,2024-09-11,Jeans,Fashion,60,1
24863,C4718,2025-04-30,Jeans,Fashion,60,2
24864,C5392,2024-05-11,Tshirt,Fashion,30,1
24865,C7676,2024-04-24,Chair,Furniture,200,5
24866,C3527,2024-10-14,Jeans,Fashion,60,5
24867,C5438,2024-10-10,Desk,Furniture,350,5
24868,C7608,2024-12-31,Watch,Accessories,150,1
24869,C3837,2024-08-25,Watch,Accessories,150,5
24870,C8226,2025-07-21,Watch,Accessories,150,5
24871,C3067,2025-11-09,Watch,Accessories,150,3
24872,C1945,2025-10-02,Laptop,Electronics,800,2
24873,C4201,2025-06-28,Tshirt,Fashion,30,2
24874,C9996,2025-06-10,Tshirt,Fashion,30,2
24875,C2350,2024-11-11,Laptop,Electronics,800,2
24876,C1487,2025-09-10,Phone,Electronics,600,4
24877,C6608,2025-10-27,Phone,Electronics,600,1
24878,C3970,2025-06-10,Chair,Furniture,200,1
24879,C1520,2026-02-01,Backpack,Accessories,70,5
24880,C4089,2024-11-20,Laptop,Electronics,800,5
24881,C3265,2026-01-28,Shoes,Fashion,80,1
24882,C1661,2024-09-21,Watch,Accessories,150,3
24883,C3238,2025-11-08,Tshirt,Fashion,30,5
24884,C8885,2024-11-18,Jeans,Fashion,60,4
24885,C6699,2025-06-26,Laptop,Electronics,800,2
24886,C2119,2025-04-07,Backpack,Accessories,70,4
24887,C4852,2024-09-08,Jeans,Fashion,60,1
24888,C4220,2025-07-21,Chair,Furniture,200,5
24889,C2079,2025-10-24,Phone,Electronics,600,3
24890,C6366,2024-11-21,Tshirt,Fashion,30,5
24891,C7124,2025-02-24,Phone,Electronics,600,5
24892,C1497,2025-02-05,Laptop,Electronics,800,4
24893,C5712,2024-11-07,Jeans,Fashion,60,3
24894,C8091,2025-11-11,Jeans,Fashion,60,3
24895,C7122,2024-05-25,Desk,Furniture,350,3
24896,C6766,2024-05-26,Laptop,Electronics,800,1
24897,C5175,2025-10-04,Tshirt,Fashion,30,1
24898,C7654,2025-09-14,Backpack,Accessories,70,2
24899,C6503,2025-04-04,Laptop,Electronics,800,4
24900,C1727,2025-06-29,Headphones,Electronics,120,1
24901,C6554,2024-04-02,Headphones,Electronics,120,5
24902,C7315,2024-11-30,Chair,Furniture,200,2
24903,C4498,2025-08-31,Laptop,Electronics,800,1
24904,C2615,2025-02-03,Phone,Electronics,600,3
24905,C3626,2024-08-11,Watch,Accessories,150,1
24906,C5177,2025-01-30,Headphones,Electronics,120,5
24907,C2755,2024-06-20,Laptop,Electronics,800,3
24908,C4218,2025-09-23,Desk,Furniture,350,1
24909,C8620,2024-03-10,Watch,Accessories,150,4
24910,C8758,2025-11-05,Laptop,Electronics,800,3
24911,C2347,2025-06-29,Watch,Accessories,150,4
24912,C2768,2024-04-18,Laptop,Electronics,800,1
24913,C7310,2025-11-05,Shoes,Fashion,80,1
24914,C2928,2024-06-12,Shoes,Fashion,80,1
24915,C3005,2026-01-20,Headphones,Electronics,120,4
24916,C5737,2025-01-26,Desk,Furniture,350,4
24917,C6935,2024-12-09,Headphones,Electronics,120,4
24918,C1812,2024-09-22,Watch,Accessories,150,2
24919,C6668,2026-03-03,Watch,Accessories,150,1
24920,C3427,2025-11-11,Watch,Accessories,150,2
24921,C1016,2025-02-15,Watch,Accessories,150,3
24922,C3030,2024-06-04,Shoes,Fashion,80,5
24923,C5617,2025-05-31,Laptop,Electronics,800,2
24924,C6010,2025-11-17,Watch,Accessories,150,1
24925,C5249,2025-05-15,Backpack,Accessories,70,3
24926,C2339,2025-08-19,Phone,Electronics,600,2
24927,C7735,2025-07-21,Laptop,Electronics,800,3
24928,C3011,2025-12-18,Jeans,Fashion,60,5
24929,C8749,2025-04-28,Tshirt,Fashion,30,4
24930,C8738,2025-01-11,Jeans,Fashion,60,2
24931,C4509,2026-03-09,Headphones,Electronics,120,3
24932,C3164,2025-10-08,Watch,Accessories,150,4
24933,C7617,2024-10-28,Shoes,Fashion,80,4
24934,C5463,2025-06-02,Chair,Furniture,200,4
24935,C4851,2024-08-12,Chair,Furniture,200,2
24936,C5811,2026-01-22,Shoes,Fashion,80,1
24937,C1378,2025-06-07,Chair,Furniture,200,2
24938,C4325,2025-09-18,Shoes,Fashion,80,1
24939,C4543,2025-10-28,Laptop,Electronics,800,1
24940,C7937,2026-02-10,Watch,Accessories,150,4
24941,C9736,2025-04-29,Desk,Furniture,350,2
24942,C1037,2025-10-23,Phone,Electronics,600,5
24943,C7739,2026-02-01,Phone,Electronics,600,5
24944,C4825,2024-04-09,Shoes,Fashion,80,2
24945,C5027,2025-07-30,Desk,Furniture,350,5
24946,C2704,2025-12-29,Chair,Furniture,200,2
24947,C7208,2025-01-11,Headphones,Electronics,120,1
24948,C6417,2026-02-11,Chair,Furniture,200,2
24949,C2594,2024-11-13,Laptop,Electronics,800,5
24950,C7687,2025-04-10,Desk,Furniture,350,4
24951,C2386,2026-02-13,Backpack,Accessories,70,1
24952,C9595,2025-02-08,Desk,Furniture,350,3
24953,C3880,2025-05-14,Chair,Furniture,200,5
24954,C7412,2025-03-18,Headphones,Electronics,120,5
24955,C7756,2025-01-31,Desk,Furniture,350,2
24956,C1208,2025-03-05,Phone,Electronics,600,3
24957,C9784,2024-09-07,Desk,Furniture,350,5
24958,C3352,2024-11-11,Shoes,Fashion,80,1
24959,C2035,2026-02-08,Headphones,Electronics,120,4
24960,C9461,2025-01-14,Backpack,Accessories,70,1
24961,C5335,2024-05-11,Backpack,Accessories,70,4
24962,C8271,2025-02-03,Chair,Furniture,200,1
24963,C6183,2026-01-21,Phone,Electronics,600,2
24964,C1521,2025-11-06,Laptop,Electronics,800,3
24965,C9852,2024-11-04,Backpack,Accessories,70,3
24966,C3853,2025-05-18,Shoes,Fashion,80,5
24967,C4640,2024-06-04,Watch,Accessories,150,4
24968,C7448,2024-07-03,Jeans,Fashion,60,1
24969,C3194,2024-05-27,Watch,Accessories,150,2
24970,C1172,2025-01-14,Desk,Furniture,350,3
24971,C1768,2025-10-19,Chair,Furniture,200,1
24972,C6867,2025-07-04,Tshirt,Fashion,30,5
24973,C6146,2024-05-29,Jeans,Fashion,60,1
24974,C4150,2024-03-27,Chair,Furniture,200,4
24975,C1800,2025-12-31,Phone,Electronics,600,4
24976,C9081,2024-04-21,Phone,Electronics,600,5
24977,C9662,2024-04-30,Shoes,Fashion,80,4
24978,C3245,2025-05-17,Backpack,Accessories,70,5
24979,C8517,2025-09-09,Chair,Furniture,200,5
24980,C3775,2025-05-12,Shoes,Fashion,80,5
24981,C2435,2025-03-13,Watch,Accessories,150,2
24982,C6178,2025-12-07,Laptop,Electronics,800,4
24983,C8925,2025-04-17,Backpack,Accessories,70,2
24984,C6397,2025-12-07,Shoes,Fashion,80,3
24985,C4529,2024-03-20,Jeans,Fashion,60,1
24986,C1912,2024-12-13,Tshirt,Fashion,30,1
24987,C4664,2024-07-04,Headphones,Electronics,120,4
24988,C3814,2024-08-16,Desk,Furniture,350,4
24989,C4729,2025-04-17,Laptop,Electronics,800,5
24990,C2735,2025-04-01,Chair,Furniture,200,3
24991,C3309,2025-02-27,Backpack,Accessories,70,1
24992,C3795,2024-08-12,Watch,Accessories,150,1
24993,C7987,2025-01-01,Backpack,Accessories,70,5
24994,C8145,2025-11-06,Laptop,Electronics,800,3
24995,C6801,2024-09-07,Phone,Electronics,600,2
24996,C1036,2025-01-23,Headphones,Electronics,120,2
24997,C8574,2025-04-07,Laptop,Electronics,800,1
24998,C1631,2025-08-12,Chair,Furniture,200,1
24999,C8673,2024-05-30,Desk,Furniture,350,5
25000,C5222,2025-08-18,Shoes,Fashion,80,5
25001,C4840,2024-11-05,Chair,Furniture,200,5
25002,C5082,2025-07-09,Watch,Accessories,150,5
25003,C4068,2026-01-24,Watch,Accessories,150,5
25004,C2376,2025-11-14,Watch,Accessories,150,2
25005,C6435,2024-04-12,Backpack,Accessories,70,5
25006,C1573,2024-03-11,Desk,Furniture,350,4
25007,C5617,2024-11-22,Backpack,Accessories,70,5
25008,C5095,2025-11-18,Desk,Furniture,350,2
25009,C9972,2026-02-15,Chair,Furniture,200,1
25010,C1208,2025-01-04,Desk,Furniture,350,5
25011,C3103,2025-12-21,Watch,Accessories,150,1
25012,C9286,2025-04-01,Phone,Electronics,600,1
25013,C6481,2024-11-17,Chair,Furniture,200,3
25014,C7087,2024-09-09,Phone,Electronics,600,1
25015,C3384,2025-04-09,Tshirt,Fashion,30,1
25016,C4027,2025-06-14,Chair,Furniture,200,5
25017,C1722,2025-02-24,Laptop,Electronics,800,3
25018,C8764,2025-02-26,Phone,Electronics,600,5
25019,C8680,2025-07-01,Headphones,Electronics,120,4
25020,C5835,2025-02-21,Backpack,Accessories,70,2
25021,C6651,2025-07-04,Jeans,Fashion,60,1
25022,C7908,2024-06-30,Chair,Furniture,200,5
25023,C5351,2024-06-17,Tshirt,Fashion,30,5
25024,C4361,2026-02-13,Backpack,Accessories,70,2
25025,C9242,2025-09-24,Laptop,Electronics,800,3
25026,C9383,2024-07-29,Desk,Furniture,350,2
25027,C4810,2026-01-31,Jeans,Fashion,60,2
25028,C9575,2026-02-13,Shoes,Fashion,80,2
25029,C9600,2025-01-07,Headphones,Electronics,120,5
25030,C1830,2025-07-08,Headphones,Electronics,120,5
25031,C2508,2026-03-08,Shoes,Fashion,80,3
25032,C2189,2024-10-30,Watch,Accessories,150,3
25033,C7358,2025-11-03,Headphones,Electronics,120,2
25034,C3193,2026-02-22,Phone,Electronics,600,5
25035,C8402,2025-08-31,Shoes,Fashion,80,5
25036,C5119,2025-05-24,Tshirt,Fashion,30,2
25037,C5453,2025-09-24,Backpack,Accessories,70,5
25038,C3536,2024-03-22,Tshirt,Fashion,30,5
25039,C6509,2026-02-06,Laptop,Electronics,800,3
25040,C7409,2024-04-17,Jeans,Fashion,60,5
25041,C5678,2025-06-07,Desk,Furniture,350,2
25042,C8032,2024-11-23,Laptop,Electronics,800,1
25043,C5472,2026-02-11,Chair,Furniture,200,2
25044,C1868,2026-01-14,Desk,Furniture,350,1
25045,C3971,2024-09-08,Phone,Electronics,600,1
25046,C1986,2025-12-14,Desk,Furniture,350,3
25047,C4058,2024-09-19,Laptop,Electronics,800,1
25048,C8382,2024-04-19,Laptop,Electronics,800,5
25049,C5494,2024-07-07,Jeans,Fashion,60,2
25050,C6768,2025-01-23,Laptop,Electronics,800,5
25051,C4417,2025-04-28,Backpack,Accessories,70,1
25052,C9410,2024-03-26,Backpack,Accessories,70,2
25053,C8391,2024-06-27,Tshirt,Fashion,30,5
25054,C2422,2024-10-06,Headphones,Electronics,120,4
25055,C9062,2025-05-03,Chair,Furniture,200,1
25056,C9381,2025-03-14,Tshirt,Fashion,30,2
25057,C9139,2025-11-12,Watch,Accessories,150,1
25058,C7675,2025-10-30,Jeans,Fashion,60,4
25059,C6934,2025-01-03,Tshirt,Fashion,30,3
25060,C3010,2024-09-17,Laptop,Electronics,800,4
25061,C9611,2025-03-05,Laptop,Electronics,800,2
25062,C7810,2025-08-20,Tshirt,Fashion,30,1
25063,C1908,2024-07-17,Shoes,Fashion,80,2
25064,C4185,2025-06-22,Laptop,Electronics,800,5
25065,C8088,2025-04-28,Shoes,Fashion,80,5
25066,C9046,2025-05-02,Backpack,Accessories,70,4
25067,C5300,2026-01-31,Phone,Electronics,600,2
25068,C5101,2024-06-10,Laptop,Electronics,800,4
25069,C8615,2025-01-21,Jeans,Fashion,60,1
25070,C5864,2024-12-23,Shoes,Fashion,80,3
25071,C5432,2024-08-04,Jeans,Fashion,60,5
25072,C1647,2025-10-28,Tshirt,Fashion,30,4
25073,C6756,2025-08-24,Chair,Furniture,200,5
25074,C5053,2025-07-16,Chair,Furniture,200,1
25075,C8371,2025-02-06,Tshirt,Fashion,30,2
25076,C1524,2025-08-31,Tshirt,Fashion,30,3
25077,C2563,2024-04-12,Desk,Furniture,350,4
25078,C9891,2024-12-24,Shoes,Fashion,80,1
25079,C8348,2024-07-01,Watch,Accessories,150,2
25080,C5417,2025-11-21,Shoes,Fashion,80,4
25081,C7651,2024-04-29,Watch,Accessories,150,5
25082,C8963,2025-11-11,Tshirt,Fashion,30,4
25083,C4382,2024-11-07,Headphones,Electronics,120,3
25084,C6088,2025-07-04,Jeans,Fashion,60,2
25085,C6604,2025-11-08,Watch,Accessories,150,3
25086,C4373,2025-03-12,Laptop,Electronics,800,2
25087,C3028,2025-04-24,Tshirt,Fashion,30,3
25088,C6410,2024-12-21,Jeans,Fashion,60,5
25089,C8603,2025-09-06,Laptop,Electronics,800,4
25090,C1477,2024-03-23,Laptop,Electronics,800,2
25091,C6048,2024-06-29,Backpack,Accessories,70,4
25092,C7451,2024-06-13,Chair,Furniture,200,2
25093,C5774,2025-09-08,Backpack,Accessories,70,4
25094,C3190,2025-09-25,Phone,Electronics,600,3
25095,C5100,2025-10-18,Phone,Electronics,600,5
25096,C9237,2024-10-31,Shoes,Fashion,80,5
25097,C7224,2024-05-16,Tshirt,Fashion,30,2
25098,C6562,2025-07-14,Phone,Electronics,600,3
25099,C2429,2024-12-22,Headphones,Electronics,120,3
25100,C6036,2024-06-07,Headphones,Electronics,120,1
25101,C5258,2025-02-12,Jeans,Fashion,60,3
25102,C7664,2024-09-21,Tshirt,Fashion,30,3
25103,C6491,2025-10-30,Chair,Furniture,200,4
25104,C1187,2024-12-11,Tshirt,Fashion,30,5
25105,C7844,2025-02-05,Chair,Furniture,200,5
25106,C9987,2024-04-02,Jeans,Fashion,60,3
25107,C9708,2025-09-29,Desk,Furniture,350,4
25108,C7504,2025-10-04,Laptop,Electronics,800,1
25109,C4891,2024-06-25,Chair,Furniture,200,3
25110,C9189,2025-06-15,Chair,Furniture,200,4
25111,C5178,2024-09-08,Headphones,Electronics,120,5
25112,C5099,2026-01-03,Watch,Accessories,150,3
25113,C9577,2024-07-06,Headphones,Electronics,120,1
25114,C4798,2024-08-19,Desk,Furniture,350,5
25115,C7128,2024-11-23,Tshirt,Fashion,30,5
25116,C7071,2026-01-30,Desk,Furniture,350,2
25117,C6201,2024-11-23,Headphones,Electronics,120,3
25118,C1346,2025-08-29,Desk,Furniture,350,5
25119,C7029,2026-02-12,Watch,Accessories,150,4
25120,C7306,2025-12-14,Headphones,Electronics,120,3
25121,C2297,2024-06-25,Jeans,Fashion,60,1
25122,C9997,2025-08-01,Backpack,Accessories,70,4
25123,C7515,2025-03-14,Jeans,Fashion,60,4
25124,C7262,2024-08-26,Watch,Accessories,150,3
25125,C9618,2025-12-02,Watch,Accessories,150,3
25126,C9938,2024-11-07,Tshirt,Fashion,30,5
25127,C3325,2025-10-12,Chair,Furniture,200,1
25128,C8902,2024-11-26,Phone,Electronics,600,1
25129,C5156,2025-09-16,Desk,Furniture,350,5
25130,C2732,2024-08-30,Chair,Furniture,200,1
25131,C7466,2026-01-16,Laptop,Electronics,800,4
25132,C2231,2024-07-18,Jeans,Fashion,60,3
25133,C7295,2025-05-19,Jeans,Fashion,60,4
25134,C2321,2025-04-17,Laptop,Electronics,800,2
25135,C7659,2024-08-08,Watch,Accessories,150,1
25136,C6897,2025-01-15,Headphones,Electronics,120,4
25137,C1817,2024-10-16,Laptop,Electronics,800,4
25138,C4473,2024-04-04,Headphones,Electronics,120,1
25139,C1163,2024-03-10,Tshirt,Fashion,30,2
25140,C1535,2025-12-28,Tshirt,Fashion,30,3
25141,C4126,2025-06-15,Shoes,Fashion,80,5
25142,C3586,2024-05-31,Shoes,Fashion,80,4
25143,C7707,2024-08-13,Phone,Electronics,600,3
25144,C1062,2024-08-21,Phone,Electronics,600,1
25145,C4162,2026-01-07,Headphones,Electronics,120,2
25146,C9680,2025-03-31,Laptop,Electronics,800,2
25147,C8827,2024-12-16,Phone,Electronics,600,1
25148,C3050,2025-11-09,Laptop,Electronics,800,1
25149,C8487,2024-07-10,Shoes,Fashion,80,3
25150,C1076,2024-03-11,Laptop,Electronics,800,3
25151,C6540,2024-11-30,Tshirt,Fashion,30,5
25152,C3791,2025-10-22,Backpack,Accessories,70,3
25153,C3434,2025-10-22,Tshirt,Fashion,30,3
25154,C7703,2024-08-02,Desk,Furniture,350,4
25155,C6443,2025-07-19,Jeans,Fashion,60,5
25156,C3805,2024-06-19,Watch,Accessories,150,2
25157,C8764,2024-08-25,Phone,Electronics,600,4
25158,C3380,2025-04-03,Chair,Furniture,200,4
25159,C7983,2025-11-23,Shoes,Fashion,80,4
25160,C7225,2025-12-03,Chair,Furniture,200,1
25161,C8128,2025-03-29,Chair,Furniture,200,2
25162,C9913,2024-09-04,Phone,Electronics,600,2
25163,C2774,2025-01-14,Desk,Furniture,350,2
25164,C3892,2024-10-02,Laptop,Electronics,800,4
25165,C4972,2025-03-24,Desk,Furniture,350,4
25166,C1631,2024-05-24,Shoes,Fashion,80,2
25167,C4169,2026-01-30,Desk,Furniture,350,3
25168,C5443,2024-09-14,Phone,Electronics,600,1
25169,C3987,2026-02-26,Headphones,Electronics,120,1
25170,C8409,2026-02-06,Phone,Electronics,600,4
25171,C4197,2024-12-24,Tshirt,Fashion,30,1
25172,C7945,2024-12-20,Backpack,Accessories,70,5
25173,C4121,2024-07-20,Backpack,Accessories,70,3
25174,C1354,2024-07-08,Desk,Furniture,350,1
25175,C2600,2025-08-18,Chair,Furniture,200,1
25176,C8781,2025-05-27,Watch,Accessories,150,2
25177,C5382,2025-07-04,Desk,Furniture,350,3
25178,C4604,2024-03-26,Headphones,Electronics,120,4
25179,C7251,2025-05-26,Headphones,Electronics,120,3
25180,C2436,2025-11-02,Phone,Electronics,600,5
25181,C9752,2025-09-15,Laptop,Electronics,800,3
25182,C2398,2024-10-15,Tshirt,Fashion,30,2
25183,C1968,2026-01-09,Headphones,Electronics,120,5
25184,C4966,2025-08-24,Watch,Accessories,150,1
25185,C6210,2024-06-16,Desk,Furniture,350,4
25186,C7687,2025-03-14,Laptop,Electronics,800,5
25187,C7506,2025-10-26,Headphones,Electronics,120,4
25188,C5280,2025-07-15,Chair,Furniture,200,3
25189,C5952,2026-01-27,Desk,Furniture,350,3
25190,C9575,2024-12-09,Shoes,Fashion,80,5
25191,C2614,2025-08-14,Headphones,Electronics,120,2
25192,C4762,2024-06-23,Phone,Electronics,600,5
25193,C1007,2025-02-12,Shoes,Fashion,80,3
25194,C3982,2025-01-27,Phone,Electronics,600,3
25195,C3844,2024-10-22,Tshirt,Fashion,30,1
25196,C2867,2024-03-19,Watch,Accessories,150,4
25197,C1784,2024-07-18,Headphones,Electronics,120,4
25198,C9620,2024-09-25,Headphones,Electronics,120,5
25199,C3572,2026-01-25,Backpack,Accessories,70,5
25200,C8373,2025-08-03,Desk,Furniture,350,2
25201,C7235,2025-07-28,Laptop,Electronics,800,5
25202,C9209,2025-04-09,Desk,Furniture,350,2
25203,C5301,2025-05-13,Chair,Furniture,200,4
25204,C2992,2024-11-26,Backpack,Accessories,70,3
25205,C1962,2024-12-21,Watch,Accessories,150,1
25206,C4597,2025-01-19,Watch,Accessories,150,4
25207,C5462,2025-06-19,Shoes,Fashion,80,5
25208,C8110,2025-02-02,Backpack,Accessories,70,2
25209,C6283,2024-03-31,Backpack,Accessories,70,5
25210,C9045,2025-03-19,Backpack,Accessories,70,1
25211,C6407,2024-08-03,Watch,Accessories,150,4
25212,C7235,2024-12-08,Watch,Accessories,150,5
25213,C2332,2026-02-28,Tshirt,Fashion,30,5
25214,C6097,2024-03-13,Shoes,Fashion,80,5
25215,C4738,2025-12-14,Chair,Furniture,200,1
25216,C2958,2025-08-25,Tshirt,Fashion,30,4
25217,C8704,2025-07-15,Phone,Electronics,600,2
25218,C8096,2025-04-17,Watch,Accessories,150,1
25219,C9259,2026-02-19,Shoes,Fashion,80,5
25220,C1439,2025-06-20,Phone,Electronics,600,2
25221,C9876,2024-12-31,Phone,Electronics,600,3
25222,C7040,2024-04-04,Tshirt,Fashion,30,2
25223,C4985,2024-12-19,Headphones,Electronics,120,4
25224,C2871,2024-03-18,Tshirt,Fashion,30,4
25225,C7933,2025-06-02,Watch,Accessories,150,4
25226,C6069,2026-01-07,Laptop,Electronics,800,1
25227,C9598,2025-02-23,Backpack,Accessories,70,3
25228,C3205,2025-09-29,Phone,Electronics,600,2
25229,C6205,2024-08-12,Desk,Furniture,350,2
25230,C2715,2025-02-02,Jeans,Fashion,60,4
25231,C4586,2024-12-05,Backpack,Accessories,70,1
25232,C1601,2025-03-15,Desk,Furniture,350,1
25233,C1987,2024-12-23,Laptop,Electronics,800,3
25234,C1886,2025-09-25,Headphones,Electronics,120,5
25235,C6354,2024-11-26,Jeans,Fashion,60,1
25236,C5423,2024-04-06,Backpack,Accessories,70,5
25237,C8380,2024-11-22,Shoes,Fashion,80,4
25238,C6520,2024-05-27,Shoes,Fashion,80,5
25239,C5178,2024-05-04,Watch,Accessories,150,4
25240,C7730,2025-03-01,Headphones,Electronics,120,5
25241,C3285,2025-03-27,Backpack,Accessories,70,4
25242,C4409,2024-03-10,Tshirt,Fashion,30,4
25243,C7763,2025-08-07,Phone,Electronics,600,1
25244,C9593,2024-03-27,Shoes,Fashion,80,5
25245,C8411,2024-11-23,Phone,Electronics,600,4
25246,C3046,2024-08-28,Phone,Electronics,600,3
25247,C2854,2026-01-05,Laptop,Electronics,800,4
25248,C8642,2025-01-30,Phone,Electronics,600,3
25249,C5701,2026-01-25,Chair,Furniture,200,3
25250,C8535,2024-12-14,Headphones,Electronics,120,1
25251,C4767,2025-10-15,Laptop,Electronics,800,1
25252,C9307,2025-09-04,Watch,Accessories,150,1
25253,C9149,2026-03-05,Chair,Furniture,200,2
25254,C3569,2025-09-14,Tshirt,Fashion,30,2
25255,C4540,2025-02-21,Shoes,Fashion,80,4
25256,C4920,2024-09-09,Headphones,Electronics,120,1
25257,C2308,2025-06-12,Tshirt,Fashion,30,1
25258,C5243,2025-02-01,Shoes,Fashion,80,3
25259,C6678,2024-09-13,Backpack,Accessories,70,2
25260,C5338,2025-12-04,Phone,Electronics,600,5
25261,C9011,2025-08-29,Shoes,Fashion,80,3
25262,C2808,2024-03-31,Laptop,Electronics,800,1
25263,C8246,2025-09-22,Phone,Electronics,600,5
25264,C8954,2026-01-07,Chair,Furniture,200,4
25265,C4024,2024-10-24,Tshirt,Fashion,30,1
25266,C1171,2026-03-05,Headphones,Electronics,120,1
25267,C3931,2025-02-23,Shoes,Fashion,80,2
25268,C8348,2024-08-07,Shoes,Fashion,80,5
25269,C4281,2024-11-01,Laptop,Electronics,800,3
25270,C5646,2025-12-24,Jeans,Fashion,60,2
25271,C2268,2024-03-11,Backpack,Accessories,70,2
25272,C4780,2024-07-08,Jeans,Fashion,60,5
25273,C6353,2025-03-01,Headphones,Electronics,120,4
25274,C6940,2025-09-07,Watch,Accessories,150,3
25275,C6934,2024-06-27,Jeans,Fashion,60,4
25276,C9008,2025-12-03,Headphones,Electronics,120,4
25277,C2429,2025-06-05,Tshirt,Fashion,30,2
25278,C5276,2024-11-07,Desk,Furniture,350,5
25279,C4469,2026-01-20,Backpack,Accessories,70,5
25280,C2157,2025-06-14,Chair,Furniture,200,5
25281,C6960,2025-06-07,Headphones,Electronics,120,3
25282,C7889,2025-02-03,Desk,Furniture,350,2
25283,C5715,2025-08-14,Laptop,Electronics,800,1
25284,C1775,2025-03-17,Desk,Furniture,350,5
25285,C3000,2025-05-19,Headphones,Electronics,120,3
25286,C8510,2024-08-19,Phone,Electronics,600,3
25287,C7354,2025-11-16,Jeans,Fashion,60,2
25288,C8230,2025-03-02,Backpack,Accessories,70,5
25289,C3519,2024-10-18,Desk,Furniture,350,1
25290,C5649,2025-10-16,Phone,Electronics,600,5
25291,C3138,2024-08-23,Headphones,Electronics,120,4
25292,C2064,2025-03-09,Tshirt,Fashion,30,3
25293,C1769,2025-03-27,Chair,Furniture,200,4
